Aircraft TypeDesignator,Class,Number+Engine Type/FAA Weight Class,"MANUFACTURER, Model"
A002,Gyrocopter,1P/S,"IRKUT, A-002"
A1,Fixed-wing,1P/S+,"DOUGLAS, Skyraider"
A10,Fixed-wing,2J/L,"FAIRCHILD (1), A-10 Thunderbolt 2"
A109,Helicopter,2T/S,"AGUSTA, A-109"
A119,Helicopter,1T/S,"AGUSTA, A-119 Koala"
A122,Fixed-wing,1P/S,"AEROTEC (1), T-23 Uirapuru"
A124,Fixed-wing,4J/H,"ANTONOV, An-124 Ruslan"
A129,Helicopter,2T/S,"AGUSTA, A-129 Mangusta"
A139,Helicopter,2T/S+,"AGUSTAWESTLAND, AW-139"
A140,Fixed-wing,2T/L,"ANTONOV, An-140"
A148,Fixed-wing,2J/L,"ANTONOV, An-148"
A149,Helicopter,2T/S+,"AGUSTA, AW-149"
A158,Fixed-wing,2J/L,"ANTONOV, An-158"
A16,Fixed-wing,1P/S,"AVIADESIGN, A-16 Sport Falcon"
A169,Helicopter,2T/S,"AGUSTAWESTLAND, AW-169"
A178,Fixed-wing,2J/L,"ANTONOV, An-178"
A189,Helicopter,2T/S+,"AGUSTAWESTLAND, AW-189"
A19,Fixed-wing,1P/S,"AEROPRACT, A-19"
A19N,Fixed-wing,2J/L,"AIRBUS, A-319neo"
A20,Fixed-wing,2P/S+,"DOUGLAS, A-20 Havoc"
A205,Gyrocopter,1P/S,"OSKBES-MAI, MAI-205"
A20J,Fixed-wing,1J/S,"SCHLEICHER, ASW-20J"
A20N,Fixed-wing,2J/L,"AIRBUS, A-320neo"
A21,Fixed-wing,1P/S,"AEROPRACT, A-21 Solo"
A210,Fixed-wing,1P/S,"AQUILA, A-210"
A211,Fixed-wing,1P/S,"ALFA-M, A-211"
A21N,Fixed-wing,2J/L,"AIRBUS, A-321neo"
A22,Fixed-wing,1P/S,"SADLER, A-22 Piranha"
A223,Fixed-wing,1P/S,"OSKBES-MAI, MAI-223 Kityonok"
A225,Fixed-wing,6J/J,"ANTONOV, An-225 Mriya"
A23,Fixed-wing,1P/S,"AEROPRACT, A-23 Dragon"
A25,@Fixed-wing,1P/S,"AEROPRACT, A-25 Breeze"
A251,@Fixed-wing,2P/S,"AVIATIK-ALYANS, Aleks-251"
A27,Fixed-wing,1P/S,"AEROPRACT, A-27"
A270,Fixed-wing,1T/S,"IBIS (1), Ae-270 Ibis"
A29,Fixed-wing,1P/S,"AVANTAGE, A-29"
A2RT,Helicopter,2T/S,"KAZAN, Ansat 2RT"
A3,Fixed-wing,2J/L,"DOUGLAS, A-3 Skywarrior"
A306,Fixed-wing,2J/H,"AIRBUS, A-300B4-600"
A30B,Fixed-wing,2J/H,"AIRBUS, A-300B2-200"
A31,Fixed-wing,1P/S,"AVANTAGE, A-31 Spectrum"
A310,Fixed-wing,2J/H,"AIRBUS, A-310"
A318,Fixed-wing,2J/L,"AIRBUS, A-318"
A319,Fixed-wing,2J/L,"AIRBUS, A-319"
A320,Fixed-wing,2J/L,"AIRBUS, A-320"
A321,Fixed-wing,2J/L,"AIRBUS, A-321"
A33,Fixed-wing,1P/S,"AEROPRACT, A-33"
A33E,Fixed-wing,1E/S,"SCHLEICHER, AS-33Me"
A33P,Fixed-wing,1P/S,"SCHLEICHER, AS-33Es"
A332,Fixed-wing,2J/H,"AIRBUS, A-330-200"
A333,Fixed-wing,2J/H,"AIRBUS, A-330-300"
A337,Fixed-wing,2J/H,"AIRBUS, A-330-700 Beluga XL"
A338,Fixed-wing,2J/H,"AIRBUS, A-330-800"
A339,Fixed-wing,2J/H,"AIRBUS, A-330-900"
A342,Fixed-wing,4J/H,"AIRBUS, A-340-200"
A343,Fixed-wing,4J/H,"AIRBUS, A-340-300"
A345,Fixed-wing,4J/H,"AIRBUS, A-340-500"
A346,Fixed-wing,4J/H,"AIRBUS, A-340-600"
A35,Fixed-wing,1P/S,"AVANTAGE, A-35 Scanner"
A359,Fixed-wing,2J/H,"AIRBUS, A-350-900 XWB"
A35K,Fixed-wing,2J/NOWGT,"AIRBUS, A-350-1000 XWB"
A37,Fixed-wing,2J/S+,"CESSNA, A-37 Dragonfly"
A388,Fixed-wing,4J/J,"AIRBUS, A-380-800"
A3ST,Fixed-wing,2J/H,"AIRBUS, A-300ST Beluga"
A4,Fixed-wing,1J/S+,"DOUGLAS, A-4 Skyhawk"
A400,Fixed-wing,4T/H,"AIRBUS, A-400M Atlas"
A5,@Fixed-wing,1P/S,"ICON, A-5"
A50,Fixed-wing,4J/H,"BERIEV, A-50"
A500,Fixed-wing,2P/S,"ADAM (2), A-500 CarbonAero"
A504,Fixed-wing,1P/S,"AVRO, 504"
A6,Fixed-wing,2J/L,"GRUMMAN, A-6 Intruder"
A600,Helicopter,1P/S,"ROTORWAY, A-600 Talon"
A660,Fixed-wing,1T/S+,"AYRES, S-2R-T660 Turbo Thrush"
A7,Fixed-wing,1J/L,"VOUGHT, A-7 Corsair 2"
A700,Fixed-wing,2J/S,"ADAM (2), A-700 AdamJet"
A743,Fixed-wing,2J/L,"ANTONOV, An-74-300"
A748,Fixed-wing,2T/L,"HAWKER SIDDELEY, HS-748 Andover"
A890,Fixed-wing,1P/S,"AVIATIKA, MAI-890"
A9,Fixed-wing,1P/S,IMCO CallAir A-9
A900,Fixed-wing,1P/S,"AVIATIKA, MAI-900 Acrobat"
A910,Fixed-wing,1P/S,"AVIATIKA, MAI-910 Interfly"
AA1,Fixed-wing,1P/S,"GRUMMAN AMERICAN, AA-1 Trainer"
AA37,Fixed-wing,2P/S,"AEROPRACT, A-37"
AA5,Fixed-wing,1P/S,"GRUMMAN AMERICAN, AA-5 Traveler"
AAT3,Fixed-wing,1P/S,"AERO (3), AT-3"
AAT4,Fixed-wing,1P/S,"AERO (3), AT-4"
AB11,Fixed-wing,1P/S,"AERO BOERO, AB-115"
AB15,Fixed-wing,1P/S,"AERO BOERO, AB-150"
AB18,Fixed-wing,1P/S,"AERO BOERO, AB-180"
AB95,Fixed-wing,1P/S,AERO BOERO AB-95
AC10,Gyrocopter,1P/S,"FD-COMPOSITES, AC-10 Arrow-Copter"
AC11,Fixed-wing,1P/S,"NORTH AMERICAN ROCKWELL, 112 Commander 112"
AC31,Helicopter,1T/S,"AVIOCOPTER, AC-311"
AC33,Helicopter,3T/S+,"AVIOCOPTER, AC-313"
AC4,Fixed-wing,1P/S,"LIGHT WING, AC-4"
AC50,Fixed-wing,2P/S,"AERO COMMANDER, Commander 500"
AC52,Fixed-wing,2P/S,"AERO (1), Commander 520"
AC56,Fixed-wing,2P/S,"AERO COMMANDER, Commander 560"
AC5A,Fixed-wing,1P/S,"NANJING, AC-500 Aircar"
AC5M,Fixed-wing,1P/S,"AVIASTROITEL, AC-5M"
AC68,Fixed-wing,2P/S,"AERO COMMANDER, Commander 680F"
AC6L,Fixed-wing,2P/S,"NORTH AMERICAN ROCKWELL, Commander 685"
AC72,Fixed-wing,2P/S,"AERO COMMANDER, 680T Turbo Commander"
AC80,Fixed-wing,2T/S,"NORTH AMERICAN ROCKWELL, 680W Turbo 2 Commander"
AC90,Fixed-wing,2T/S,"NORTH AMERICAN ROCKWELL, Turbo Commander 690"
AC95,Fixed-wing,2T/S,"ROCKWELL, 695 Jetprop Commander 1000"
ACAM,Fixed-wing,2P/S,"LEZA-LOCKWOOD, Air Cam"
ACAR,Fixed-wing,1P/S,"AUSTER, Autocar"
ACED,Fixed-wing,1P/S,"POWELL, P-70 Acey Deucy"
ACJR,@Fixed-wing,1P/S,"SPENCER, Air Car Junior"
ACPL,Fixed-wing,1P/S,"OPTION AIR, Acapella"
ACR2,Fixed-wing,1P/S,"ACRO SPORT, Acro-Sport 2"
ACRD,Fixed-wing,2P/S,"AVIA (3), Accord"
ACRO,Fixed-wing,1P/S,"ACRO SPORT, Acro-Sport 1"
ACSR,Fixed-wing,1P/S,"VICTA, Aircruiser"
AD20,Fixed-wing,1P/S,"BEIJING KEYUAN, AD-200"
ADEL,Gyrocopter,1P/S,"USTINOV, Adel"
ADVE,Fixed-wing,1P/S,"AUSTER, J-5 Adventurer"
ADVN,@Fixed-wing,1P/S,"ADVENTURE AIR, Adventurer"
AE45,Fixed-wing,2P/S,"LET, Aero 45"
AEA1,Fixed-wing,1P/S,"AMERICAN EAGLE, A-101"
AERK,Fixed-wing,1P/S,"AERONCA, Scout"
AEST,Fixed-wing,2P/S,"PIPER, PA-60 Aerostar"
AFOX,Fixed-wing,1P/S,"HALLEY, Apollo Fox"
AG02,Fixed-wing,1P/S,"GATARD, AG-02 Poussin"
AGSH,@Fixed-wing,1P/S,"AERO GARE, Sea Hawker"
AI10,Fixed-wing,1P/S,"IKAR, Ai-10 Ikar"
AIGT,Fixed-wing,1P/S,"AUSTER, Aiglet Trainer"
AIRD,Fixed-wing,1P/S,"BEAGLE, A-109 Airedale"
AIRL,Fixed-wing,2P/S,"AERONIX, Airelle"
AJ27,Fixed-wing,2J/L,"COMAC, ARJ-21-700 Xiangfeng"
AJET,Fixed-wing,2J/S+,"AOI, Alpha Jet"
AK1,Fixed-wing,1P/S,"AKAFLIEG KARLSRUHE, AK-1"
AKOY,@Fixed-wing,1P/S,"LISA , Akoya"
AKRO,Fixed-wing,1P/S,"STEPHENS, Akro"
ALBU,Fixed-wing,1P/S,"AVIATION DEVELOPMENT, Alaskan Bushmaster"
ALC1,Fixed-wing,1P/S,"ALTAIR COELHO, AC-11"
ALGR,Fixed-wing,1P/S,"FANTASY AIR, Allegro"
ALH,Helicopter,2T/S,"HINDUSTAN, ALH Dhruv"
ALIG,Fixed-wing,1P/S,"ARION, LS-1 Lightning"
ALIZ,Fixed-wing,1T/S+,"BREGUET, 1050 Alizé"
ALO2,Helicopter,1T/S,"AEROSPATIALE, Alouette 2"
ALO3,Helicopter,1T/S,"AEROSPATIALE, Alouette 3"
ALPI,Fixed-wing,1P/S,"AUSTER, Alpine"
ALSL,Fixed-wing,1P/S,"AIRLONY, Skylane"
ALTO,Fixed-wing,1P/S,"DIRECT FLY, Alto"
AM3,Fixed-wing,1P/S,"AERFER-AERMACCHI, AM-3"
AMX,Fixed-wing,1J/S+,"AMX, AMX"
AN12,Fixed-wing,4T/L,"ANTONOV, An-12"
AN2,Fixed-wing,1P/S,"ANTONOV, An-2"
AN22,Fixed-wing,4T/H,"ANTONOV, An-22 Antheus"
AN24,Fixed-wing,2T/L,"ANTONOV, An-24"
AN26,Fixed-wing,2T/L,"ANTONOV, An-26"
AN28,Fixed-wing,2T/S+,"ANTONOV, An-28"
AN3,Fixed-wing,1T/S+,"ANTONOV, An-3"
AN30,Fixed-wing,2T/L,"ANTONOV, An-30"
AN32,Fixed-wing,2T/L,"ANTONOV, An-32"
AN38,Fixed-wing,2T/S+,"ANTONOV, An-38"
AN70,Fixed-wing,4T/H,"ANTONOV, An-70"
AN72,Fixed-wing,2J/L,"ANTONOV, An-72"
AN8,Fixed-wing,2T/L,"ANTONOV, An-8"
ANGL,Fixed-wing,2P/S,"KING'S, 44 Angel"
ANKA,Fixed-wing,1P/NOWGT,"TAI, Anka"
ANSN,Fixed-wing,2P/S,"AVRO, 652 Anson"
ANST,Helicopter,2T/S,"KAZAN, Ansat"
AP20,Fixed-wing,1P/S,"AEROPRAKT, A-20"
AP22,Fixed-wing,1P/S,"AEROPRAKT, A-22"
AP24,@Fixed-wing,1P/S,"AEROPRAKT, A-24 Viking"
AP26,Fixed-wing,2P/S,"AEROPRAKT, A-26 Twin Vista"
AP28,Fixed-wing,2P/S,"AEROPRAKT, A-28 Victor"
AP32,Fixed-wing,1P/S,"AEROPRAKT, A-32 Vixxen"
AP36,Fixed-wing,2P/S,"AEROPRAKT, A-36 Vulcan"
APM2,Fixed-wing,1P/S,"ISSOIRE, APM-20 Lionceau"
APM3,Fixed-wing,1P/S,"ISSOIRE, APM-30 Lion"
APM4,Fixed-wing,1P/S,"ISSOIRE, APM-40 Simba"
APUP,Fixed-wing,1P/S,"AEROPUP, Aeropup"
AR11,Fixed-wing,1P/S,"AERONCA, Chief"
AR15,Fixed-wing,1P/S,"AERONCA, 15 Sedan"
AR50,Fixed-wing,1P/S,"AERONCA, 50 Chief"
AR5T,Fixed-wing,1P/S,"AERONCA, 50 Tandem"
AR65,Fixed-wing,1P/S,"AERONCA, 65 Super Chief"
AR6T,Fixed-wing,1P/S,"AERONCA, 65 Tandem"
AR79,Fixed-wing,1P/S,"ARADO, Ar-79"
ARCE,Fixed-wing,1E/S,"SCHEMPP-HIRTH, Arcus E"
ARCP,Fixed-wing,1P/S,"SCHEMPP-HIRTH, Arcus M"
ARES,Fixed-wing,1J/S,"SCALED, 151 Ares"
ARKS,Fixed-wing,1P/S,"ACEAIR, A-200 Aeriks 200"
ARON,Fixed-wing,1P/S,"GENERAL AVIA, F-220 Airone"
ARV1,Fixed-wing,1P/S,"ARV, ARV-1 Super 2"
ARVA,Fixed-wing,2T/S+,"IAI, Arava"
ARWF,Fixed-wing,1P/S,"ARROW (1), Sport F"
AS02,Fixed-wing,1P/S,"FFA, AS-202-15 Bravo"
AS14,Fixed-wing,1P/S,"SCHLEICHER, ASK-14"
AS16,Fixed-wing,1P/S,"SCHLEICHER, ASK-16"
AS20,Fixed-wing,1P/S,SCHLEICHER ASW-20TOP
AS21,Fixed-wing,1P/S,SCHLEICHER ASK-21Mi
AS22,Fixed-wing,1P/S,SCHLEICHER ASW-22BE
AS24,Fixed-wing,1P/S,SCHLEICHER ASW-24TOP
AS25,Fixed-wing,1P/S,SCHLEICHER ASH-25E
AS26,Fixed-wing,1P/S,SCHLEICHER ASH-26E
AS28,Fixed-wing,1P/S,SCHLEICHER ASW-28E
AS29,Fixed-wing,1P/S,SCHLEICHER ASG-29E
AS2T,Fixed-wing,1T/S,FFA AS-202-32TP Turbine Bravo
AS30,Fixed-wing,1P/S,SCHLEICHER ASH-30Mi
AS31,Fixed-wing,1P/S,SCHLEICHER ASH-31Mi
AS32,Helicopter,2T/S+,"AEROSPATIALE, Super Puma"
AS3B,Helicopter,2T/S+,"AEROSPATIALE, Super Puma Mk2"
AS50,Helicopter,1T/S,"AIRBUS HELICOPTERS, AS-350 Ecureuil"
AS55,Helicopter,2T/S,"AIRBUS HELICOPTERS, AS-355 Ecureuil 2"
AS65,Helicopter,2T/S,"AEROSPATIALE, AS-365 Dauphin 2"
AS80,Fixed-wing,1P/S,"STARCK, AS-80 Holiday"
ASO4,Fixed-wing,1P/S,"ASSO AEREI, Asso 4 Whisky"
ASTO,Fixed-wing,1P/S,"TECNAM, Astore"
ASTR,Fixed-wing,2J/S+,"IAI, 1125 Astra"
AT2P,Fixed-wing,1P/S,"AIR TRACTOR, AT-250"
AT3,Fixed-wing,2J/S+,"AIDC, AT-3 Tzu-Chung"
AT3P,Fixed-wing,1P/S,"AIR TRACTOR, AT-300"
AT3T,Fixed-wing,1T/S,"AIR TRACTOR, AT-302"
AT43,Fixed-wing,2T/L,"ATR, ATR-42-300"
AT44,Fixed-wing,2T/L,"ATR, ATR-42-400"
AT45,Fixed-wing,2T/L,"ATR, ATR-42-500"
AT46,Fixed-wing,2T/L,"ATR, ATR-42-600"
AT5P,Fixed-wing,1P/S,"AIR TRACTOR, AT-501"
AT5T,Fixed-wing,1T/S,"AIR TRACTOR, AT-502"
AT6T,Fixed-wing,1T/S,"AIR TRACTOR, AT-602"
AT72,Fixed-wing,2T/L,"ATR, ATR-72-201"
AT73,Fixed-wing,2T/L,"ATR, ATR-72-211"
AT75,Fixed-wing,2T/L,"ATR, ATR-72-500"
AT76,Fixed-wing,2T/L,"ATR, ATR-72-600"
AT8T,Fixed-wing,1T/S+,"AIR TRACTOR, AT-802"
ATAC,Fixed-wing,1P/S,"AIRCRAFT TECHNOLOGIES, Acro 1"
ATG1,Fixed-wing,2J/S,"ATG, ATG-1 Javelin"
ATIS,Fixed-wing,1P/S,"AIRCRAFT TECHNOLOGIES, Atlantis"
ATL,Fixed-wing,1P/S,"ROBIN, ATL"
ATLA,Fixed-wing,2T/L,"DASSAULT, Atlantique 2"
ATP,Fixed-wing,2T/L,"BRITISH AEROSPACE, ATP"
ATTL,Fixed-wing,1P/S,"EURONEF, ATTL-1"
AU11,Fixed-wing,1P/S,"BEAGLE-AUSTER, E-3 Auster AOP11"
AUJ2,Fixed-wing,1P/S,"AUSTER, J-2 Arrow"
AUJ4,Fixed-wing,1P/S,"AUSTER, J-4 Archer"
AUS3,Fixed-wing,1P/S,"TAYLORCRAFT (2), Auster 3"
AUS4,Fixed-wing,1P/S,"TAYLORCRAFT (2), Auster 4"
AUS5,Fixed-wing,1P/S,"AUSTER, Auster 5 Alpha"
AUS6,Fixed-wing,1P/S,"BEAGLE-AUSTER, A-61 Terrier"
AUS7,Fixed-wing,1P/S,"AUSTER, Auster T7"
AUS9,Fixed-wing,1P/S,"AUSTER, Auster AOP9"
AV68,Fixed-wing,1P/S,"M & D FLUGZEUGBAU, AVO-68 Samburo"
AVAM,@Fixed-wing,1P/S,"AVID, Avid Amphibian"
AVID,Fixed-wing,1P/S,"AIRDALE, Avid Flyer"
AVIN,Fixed-wing,1P/S,"AVRO, Avian"
AVK4,Fixed-wing,2T/S,"AVTEK, 400"
AVLN,@Fixed-wing,1T/S,"AIRMASTER, Avalon 680"
AVTR,@Fixed-wing,1P/S,"AERO ADVENTURE, Aventura 2"
B06,Helicopter,1T/S,"BELL, JetRanger"
B06T,Helicopter,2T/S,"BELL, TwinRanger"
B1,Fixed-wing,4J/H,"ROCKWELL, B-1 Lancer"
B103,@Fixed-wing,2P/S,"BERIEV, Be-103 Bekas"
B105,Helicopter,2T/S,"BOLKOW, BO-105"
B13,Fixed-wing,1P/S,"AKAFLIEG BERLIN, B-13"
B14A,Fixed-wing,1P/S,"BELLANCA, 14 Cruisair"
B14B,Fixed-wing,1P/S,"DOWNER, 14 Bellanca 260"
B14C,Fixed-wing,1P/S,"DOWNER, 14 Bellanca 260A"
B150,Helicopter,1T/S,"WINNER, B-150"
B17,Fixed-wing,4P/L,"BOEING, B-17 Flying Fortress"
B18T,Fixed-wing,2T/S,"BEECH, 18 (turbine)"
B190,Fixed-wing,2T/S+,"BEECH, 1900"
B2,Fixed-wing,4J/H,"NORTHROP GRUMMAN, B-2 Spirit"
B209,Fixed-wing,1P/S,"BOLKOW, BO-209 Monsun"
B212,Helicopter,2T/S,"BELL, 212"
B214,Helicopter,1T/S+,"BELL, 214B"
B222,Helicopter,2T/S,"BELL, 222"
B23,Fixed-wing,2P/L,"DOUGLAS, B-23 Dragon"
B230,Helicopter,2T/S,"BELL, 230"
B24,Fixed-wing,4P/L,"CONSOLIDATED, B-24 Liberator"
B25,Fixed-wing,2P/L,"NORTH AMERICAN, B-25 Mitchell"
B26,Fixed-wing,2P/L,"DOUGLAS, B-26 Invader"
B26M,Fixed-wing,2P/S+,"MARTIN, B-26 Marauder"
B29,Fixed-wing,4P/L,"BOEING, B-29 Superfortress"
B305,Helicopter,1P/S,"BRANTLY, 305"
B350,Fixed-wing,2T/S+,"HAWKER BEECHCRAFT, King Air 350"
B360,Fixed-wing,1P/S,"YAKOVLEV AIRCRAFT, Bear 360"
B36T,Fixed-wing,1T/S,"BEECH, 36 Bonanza (turbine)"
B37M,Fixed-wing,2J/L,"BOEING, 737 MAX 7"
B38M,Fixed-wing,2J/L,"BOEING, 737 MAX 8"
B39M,Fixed-wing,2J/L,"BOEING, 737 MAX 9"
B407,Helicopter,1T/S,"BELL, 407"
B412,Helicopter,2T/S,"BELL, 412"
B427,Helicopter,2T/S,"BELL, 427"
B429,Helicopter,2T/S,"BELL, 429 GlobalRanger"
B430,Helicopter,2T/S,"BELL, 430"
B461,Fixed-wing,4J/L,"BRITISH AEROSPACE, BAe-146-100"
B462,Fixed-wing,4J/L,"BRITISH AEROSPACE, BAe-146-200"
B463,Fixed-wing,4J/L,"BRITISH AEROSPACE, BAe-146-300"
B47G,Helicopter,1P/S,"BELL, 47G"
B47J,Helicopter,1P/S,"BELL, 47J Ranger"
B47T,Helicopter,1T/S,"SOLOY, Bell 47"
B505,Helicopter,1T/S,"BELL, 505 Jet Ranger X"
B52,Fixed-wing,8J/H,"BOEING, B-52 Stratofortress"
B525,Helicopter,2T/S+,"BELL, 525 Relentless"
B58T,Fixed-wing,2P/S,"BEECH, 58P Pressurized Baron"
B60,Fixed-wing,1P/S,"BOISAVIA, B-60 Mercurey"
B609,Tiltrotor,2T/S+,"BELL-AGUSTA, BA-609"
B60T,Fixed-wing,2T/S,"BEECH, 60 Royal Turbine Duke"
B701,Fixed-wing,4J/L,"BOEING, 707-100"
B703,Fixed-wing,4J/H,"BOEING, 707-300"
B712,Fixed-wing,2J/L,"BOEING, 717-200"
B720,Fixed-wing,4J/L,"BOEING, 720"
B721,Fixed-wing,3J/L,"BOEING, 727-100"
B722,Fixed-wing,3J/L,"BOEING, 727-200"
B732,Fixed-wing,2J/L,"BOEING, 737-200"
B733,Fixed-wing,2J/L,"BOEING, 737-300"
B734,Fixed-wing,2J/L,"BOEING, 737-400"
B735,Fixed-wing,2J/L,"BOEING, 737-500"
B736,Fixed-wing,2J/L,"BOEING, 737-600"
B737,Fixed-wing,2J/L,"BOEING, 737-700"
B738,Fixed-wing,2J/L,"BOEING, 737-800"
B739,Fixed-wing,2J/L,"BOEING, 737-900"
B741,Fixed-wing,4J/H,"BOEING, 747-100"
B742,Fixed-wing,4J/H,"BOEING, 747-200"
B743,Fixed-wing,4J/H,"BOEING, 747-300"
B744,Fixed-wing,4J/H,"BOEING, 747-400 (international, winglets)"
B748,Fixed-wing,4J/H,"BOEING, 747-8"
B74D,Fixed-wing,4J/H,"BOEING, 747-400 (domestic, no winglets)"
B74R,Fixed-wing,4J/H,"BOEING, 747SR"
B74S,Fixed-wing,4J/H,"BOEING, 747SP"
B752,Fixed-wing,2J/L,"BOEING, 757-200"
B753,Fixed-wing,2J/L,"BOEING, 757-300"
B762,Fixed-wing,2J/H,"BOEING, 767-200"
B763,Fixed-wing,2J/H,"BOEING, 767-300"
B764,Fixed-wing,2J/H,"BOEING, 767-400"
B772,Fixed-wing,2J/H,"BOEING, 777-200"
B773,Fixed-wing,2J/H,"BOEING, 777-300"
B778,Fixed-wing,2J/NOWGT,"BOEING, 777-8"
B779,Fixed-wing,2J/NOWGT,"BOEING, 777-9"
B77L,Fixed-wing,2J/H,"BOEING, 777-200LR /  777-F"
B77W,Fixed-wing,2J/H,"BOEING, 777-300ER"
B788,Fixed-wing,2J/H,"BOEING, 787-8 Dreamliner"
B789,Fixed-wing,2J/H,"BOEING ,787-9 Dreamliner"
B78X,Fixed-wing,2J/H,"BOEING, 787-10 Dreamliner"
BA11,Fixed-wing,2J/L,"BRITISH AEROSPACE, BAC-111 One-Eleven"
BABY,Helicopter,1P/S,"CANADIAN HOME ROTORS, Baby Belle"
BALL,,,"(any manufacturer), Balloon"
BAR6,Fixed-wing,1P/S,"BARR, BarrSix"
BARC,Fixed-wing,1P/S,"BUETHE, Barracuda"
BASS,Fixed-wing,2P/S,"BEAGLE-AUSTER, B-206"
BBAT,Fixed-wing,1P/S,"BRADLEY, BA-100 Aerobat"
BBIR,Fixed-wing,1P/S,"HOVEY, Beta Bird"
BCA3,Fixed-wing,1P/S,"BUHL, CA-3 Sport Airsedan"
BCAT,Fixed-wing,1P/S+,"GRUMMAN, F8F Bearcat"
BCS1,Fixed-wing,2J/L,"BOMBARDIER, BD-500 CSeries CS100"
BCS3,Fixed-wing,2J/L,"BOMBARDIER, BD-500 CSeries CS300"
BD10,Fixed-wing,1J/S,"BEDE, BD-10"
BD12,Fixed-wing,1P/S,"BEDE, BD-12"
BD17,Fixed-wing,1P/S,"BEDE, BD-17 Nuggett"
BD4,Fixed-wing,1P/S,"BEDE, BD-4"
BD5,Fixed-wing,1P/S,"BEDE, BD-5B Micro"
BD5J,Fixed-wing,1J/S,"BEDE, BD-5J Micro"
BD5T,Fixed-wing,1T/S,"BEDE, BD-5TP Micro"
BDOG,Fixed-wing,1P/S,"BEAGLE, B-125 Bulldog"
BE10,Fixed-wing,2T/S,"BEECH, 100 King Air"
BE12,@Fixed-wing,2T/L,"BERIEV, Be-12 Tchaika"
BE17,Fixed-wing,1P/S,"BEECH, 17 Staggerwing"
BE18,Fixed-wing,2P/S,"BEECH, 18 (piston)"
BE19,Fixed-wing,1P/S,"BEECH, 19 Musketeer Sport"
BE20,Fixed-wing,2T/S+,"BEECH, 200 Super King Air"
BE23,Fixed-wing,1P/S,"BEECH, 23 Sundowner"
BE24,Fixed-wing,1P/S,"BEECH, 24 Sierra"
BE30,Fixed-wing,2T/S+,"BEECH, 300 Super King Air"
BE32,Fixed-wing,2T/S+,"BERIEV, Be-30 / Be-32"
BE33,Fixed-wing,1P/S,"BEECH, 33 Bonanza"
BE35,Fixed-wing,1P/S,"BEECH, 35 Bonanza"
BE36,Fixed-wing,1P/S,"BEECH, 36 Bonanza 36"
BE40,Fixed-wing,2J/S+,"HAWKER BEECHCRAFT, Hawker 400"
BE50,Fixed-wing,2P/S,"BEECH, 50 Twin Bonanza"
BE55,Fixed-wing,2P/S,"BEECH, 55 Baron"
BE56,Fixed-wing,2P/S,"BEECH, 56 Turbo Baron"
BE58,Fixed-wing,2P/S,"BEECH, 58 Baron"
BE60,Fixed-wing,2P/S,"BEECH, 60 Duke"
BE65,Fixed-wing,2P/S,"BEECH, 65 Queen Air"
BE70,Fixed-wing,2P/S,"BEECH, 70 Queen Air"
BE76,Fixed-wing,2P/S,"BEECH, 76 Duchess"
BE77,Fixed-wing,1P/S,"BEECH, 77 Skipper"
BE80,Fixed-wing,2P/S,"BEECH, 80 Queen Air"
BE88,Fixed-wing,2P/S,"BEECH, 88 Queen Air"
BE95,Fixed-wing,2P/S,"BEECH, 95 Travel Air"
BE99,Fixed-wing,2T/S,"BEECH, 99 Airliner"
BE9L,Fixed-wing,2T/S,"BEECH, 90 King Air"
BE9T,Fixed-wing,2T/S,"BEECH, 90 (F90) King Air"
BEAR,Fixed-wing,1P/S,"AVIPRO, RB-4 Bearhawk"
BELF,Fixed-wing,4T/L,"SHORT, SC-5 Belfast"
BER2,@Fixed-wing,2J/L,"BERIEV, Be-200 Altair"
BER4,@Fixed-wing,2J/L,"BERIEV, A-40 Albatross"
BETA,Fixed-wing,1P/S,"ROLLASON, Beta"
BEVR,Fixed-wing,1P/S,"ASAP, Beaver"
BF19,Fixed-wing,1P/S,"PODESVA, Bf-109G-2"
BFIT,Fixed-wing,1P/S,"BRISTOL, F-2B Fighter"
BILO,Fixed-wing,1P/S,"PENA, Bilouis"
BIPL,Fixed-wing,1P/S,"EAA, Biplane"
BIRD,Fixed-wing,1P/S,"TAYLOR (3), TA-2 Bird"
BISC,Fixed-wing,1P/S,"BILSAM, Sky Cruiser"
BK17,Helicopter,2T/S,"EUROCOPTER-KAWASAKI, BK-117B"
BKUT,Fixed-wing,1P/S,"BERKUT, Berkut"
BL11,Fixed-wing,1P/S,"BLERIOT, 11"
BL17,Fixed-wing,1P/S,"BELLANCA, 17 Viking"
BL19,Fixed-wing,1P/S,"BELLANCA, 19 Skyrocket"
BL8,Fixed-wing,1P/S,"BELLANCA, 8 Scout"
BLBU,Fixed-wing,1P/S,"AMEUR, Altania"
BLCF,Fixed-wing,4J/H,"BOEING, 747-400LCF Dreamlifter"
BLEN,Fixed-wing,2P/S+,"BRISTOL, Blenheim"
BLKS,Fixed-wing,1P/S,"AIRCRAFT SPRUCE, Baby Lakes"
BM6,Fixed-wing,1P/S,"MARANDA, BM-6 Lark"
BMAN,Fixed-wing,1P/S,"AAK, Bushman"
BN2P,Fixed-wing,2P/S,"BRITTEN-NORMAN, BN-2 Islander"
BN2T,Fixed-wing,2T/S,"BRITTEN-NORMAN, BN-2T Turbine Islander"
